"","Node","group","group_color"
"52","PATHWAY_GLYCOLYSIS._glycolysis_I_(from_glucose_6_phosphate)","None","#c7c7c7"
"53","PATHWAY_GLYOXYLATE_BYPASS._glyoxylate_cycle","Up_PDvBoth","#98df8a"
"54","PATHWAY_GOLPDLCAT_PWY._superpathway_of_glycerol_degradation_to_1,3_propanediol","None","#c7c7c7"
"55","PATHWAY_HCAMHPDEG_PWY._3_phenylpropanoate_and_3_(3_hydroxyphenyl)propanoate_degradation_to_2_oxopent_4_enoate","None","#c7c7c7"
"56","PATHWAY_HEME_BIOSYNTHESIS_II._heme_biosynthesis_I_(aerobic)","None","#c7c7c7"
"57","PATHWAY_HEMESYN2_PWY._heme_biosynthesis_II_(anaerobic)","None","#c7c7c7"
"58","PATHWAY_HEXITOLDEGSUPER_PWY._superpathway_of_hexitol_degradation_(bacteria)","None","#c7c7c7"
"59","PATHWAY_HISDEG_PWY._L_histidine_degradation_I","None","#c7c7c7"
"60","PATHWAY_HISTSYN_PWY._L_histidine_biosynthesis","Up_PDvPC","#ffbb78"
"61","PATHWAY_HOMOSER_METSYN_PWY._L_methionine_biosynthesis_I","None","#c7c7c7"
"62","PATHWAY_HSERMETANA_PWY._L_methionine_biosynthesis_III","None","#c7c7c7"
"63","PATHWAY_ILEUSYN_PWY._L_isoleucine_biosynthesis_I_(from_threonine)","None","#c7c7c7"
"64","PATHWAY_KDO_NAGLIPASYN_PWY._superpathway_of_(Kdo)2_lipid_A_biosynthesis","None","#c7c7c7"
"65","PATHWAY_KETOGLUCONMET_PWY._ketogluconate_metabolism","Up_PDvBoth","#98df8a"
"66","PATHWAY_LACTOSECAT_PWY._lactose_and_galactose_degradation_I","Up_PDvBoth","#98df8a"
"67","PATHWAY_MET_SAM_PWY._superpathway_of_S_adenosyl_L_methionine_biosynthesis","None","#c7c7c7"
"68","PATHWAY_METHANOGENESIS_PWY._methanogenesis_from_H2_and_CO2","Up_PDvHC","#aec7e8"
"69","PATHWAY_METHGLYUT_PWY._superpathway_of_methylglyoxal_degradation","Up_PDvHC","#aec7e8"
"70","PATHWAY_METSYN_PWY._L_homoserine_and_L_methionine_biosynthesis","None","#c7c7c7"
"71","PATHWAY_NAD_BIOSYNTHESIS_II._NAD_salvage_pathway_II","Up_PDvBoth","#98df8a"
"72","PATHWAY_NAGLIPASYN_PWY._lipid_IVA_biosynthesis","None","#c7c7c7"
"73","PATHWAY_NONMEVIPP_PWY._methylerythritol_phosphate_pathway_I","None","#c7c7c7"
"74","PATHWAY_NONOXIPENT_PWY._pentose_phosphate_pathway_(non_oxidative_branch)","None","#c7c7c7"
"75","PATHWAY_OANTIGEN_PWY._O_antigen_building_blocks_biosynthesis_(E._coli)","None","#c7c7c7"
"76","PATHWAY_ORNARGDEG_PWY._superpathway_of_L_arginine_and_L_ornithine_degradation","Up_PDvHC","#aec7e8"
"77","PATHWAY_ORNDEG_PWY._superpathway_of_ornithine_degradation","None","#c7c7c7"
"78","PATHWAY_P105_PWY._TCA_cycle_IV_(2_oxoglutarate_decarboxylase)","None","#c7c7c7"
"79","PATHWAY_P108_PWY._pyruvate_fermentation_to_propanoate_I","Up_PDvHC","#aec7e8"
"80","PATHWAY_P122_PWY._heterolactic_fermentation","None","#c7c7c7"
"81","PATHWAY_P161_PWY._acetylene_degradation","None","#c7c7c7"
"82","PATHWAY_P162_PWY._L_glutamate_degradation_V_(via_hydroxyglutarate)","None","#c7c7c7"
"83","PATHWAY_P164_PWY._purine_nucleobases_degradation_I_(anaerobic)","None","#c7c7c7"
"84","PATHWAY_P185_PWY._formaldehyde_assimilation_III_(dihydroxyacetone_cycle)","None","#c7c7c7"
"85","PATHWAY_P23_PWY._reductive_TCA_cycle_I","Up_PDvHC","#aec7e8"
"86","PATHWAY_P4_PWY._superpathway_of_L_lysine,_L_threonine_and_L_methionine_biosynthesis_I","None","#c7c7c7"
"87","PATHWAY_P42_PWY._incomplete_reductive_TCA_cycle","None","#c7c7c7"
"88","PATHWAY_P441_PWY._superpathway_of_N_acetylneuraminate_degradation","Up_PDvHC","#aec7e8"
"89","PATHWAY_P461_PWY._hexitol_fermentation_to_lactate,_formate,_ethanol_and_acetate","None","#c7c7c7"
"90","PATHWAY_PANTO_PWY._phosphopantothenate_biosynthesis_I","None","#c7c7c7"
"91","PATHWAY_PANTOSYN_PWY._pantothenate_and_coenzyme_A_biosynthesis_I","Up_PDvBoth","#98df8a"
"92","PATHWAY_PENTOSE_P_PWY._pentose_phosphate_pathway","None","#c7c7c7"
"93","PATHWAY_PEPTIDOGLYCANSYN_PWY._peptidoglycan_biosynthesis_I_(meso_diaminopimelate_containing)","None","#c7c7c7"
"94","PATHWAY_PHOSLIPSYN_PWY._superpathway_of_phospholipid_biosynthesis_I_(bacteria)","None","#c7c7c7"
"95","PATHWAY_POLYAMINSYN3_PWY._superpathway_of_polyamine_biosynthesis_II","None","#c7c7c7"
"96","PATHWAY_POLYAMSYN_PWY._superpathway_of_polyamine_biosynthesis_I","None","#c7c7c7"
"97","PATHWAY_POLYISOPRENSYN_PWY._polyisoprenoid_biosynthesis_(E._coli)","None","#c7c7c7"
"98","PATHWAY_PPGPPMET_PWY._ppGpp_biosynthesis","None","#c7c7c7"
"99","PATHWAY_PRPP_PWY._superpathway_of_histidine,_purine,_and_pyrimidine_biosynthesis","None","#c7c7c7"
"100","PATHWAY_PWY_1042._glycolysis_IV_(plant_cytosol)","None","#c7c7c7"
"101","PATHWAY_PWY_1269._CMP_3_deoxy_D_manno_octulosonate_biosynthesis_I","Up_PDvBoth","#98df8a"
"102","PATHWAY_PWY_1861._formaldehyde_assimilation_II_(RuMP_Cycle)","None","#c7c7c7"
"103","PATHWAY_PWY_241._C4_photosynthetic_carbon_assimilation_cycle,_NADP_ME_type","None","#c7c7c7"
"104","PATHWAY_PWY_2723._trehalose_degradation_V","Up_PDvHC","#aec7e8"
"105","PATHWAY_PWY_2941._L_lysine_biosynthesis_II","Up_PDvHC","#aec7e8"
"106","PATHWAY_PWY_2942._L_lysine_biosynthesis_III","None","#c7c7c7"
"107","PATHWAY_PWY_3001._superpathway_of_L_isoleucine_biosynthesis_I","Up_PDvHC","#aec7e8"
"108","PATHWAY_PWY_3781._aerobic_respiration_I_(cytochrome_c)","None","#c7c7c7"
"109","PATHWAY_PWY_3841._folate_transformations_II","None","#c7c7c7"
"110","PATHWAY_PWY_4041._&gamma;_glutamyl_cycle","None","#c7c7c7"
"111","PATHWAY_PWY_4242._pantothenate_and_coenzyme_A_biosynthesis_III","Up_PDvBoth","#98df8a"
"112","PATHWAY_PWY_4702._phytate_degradation_I","Up_PDvBoth","#98df8a"
"113","PATHWAY_PWY_4981._L_proline_biosynthesis_II_(from_arginine)","None","#c7c7c7"
"114","PATHWAY_PWY_4984._urea_cycle","None","#c7c7c7"
"115","PATHWAY_PWY_5005._biotin_biosynthesis_II","Up_PDvHC","#aec7e8"
"116","PATHWAY_PWY_5022._4_aminobutanoate_degradation_V","None","#c7c7c7"
"117","PATHWAY_PWY_5030._L_histidine_degradation_III","Down_PDvBoth","#2ca02c"
"118","PATHWAY_PWY_5083._NAD/NADH_phosphorylation_and_dephosphorylation","None","#c7c7c7"
"119","PATHWAY_PWY_5097._L_lysine_biosynthesis_VI","None","#c7c7c7"
"120","PATHWAY_PWY_5100._pyruvate_fermentation_to_acetate_and_lactate_II","Up_PDvHC","#aec7e8"
"121","PATHWAY_PWY_5101._L_isoleucine_biosynthesis_II","None","#c7c7c7"
"122","PATHWAY_PWY_5103._L_isoleucine_biosynthesis_III","None","#c7c7c7"
"123","PATHWAY_PWY_5104._L_isoleucine_biosynthesis_IV","None","#c7c7c7"
"124","PATHWAY_PWY_5121._superpathway_of_geranylgeranyl_diphosphate_biosynthesis_II_(via_MEP)","None","#c7c7c7"
"125","PATHWAY_PWY_5136._fatty_acid_&beta;_oxidation_II_(peroxisome)","None","#c7c7c7"
"126","PATHWAY_PWY_5138._unsaturated,_even_numbered_fatty_acid_&beta;_oxidation","None","#c7c7c7"
"127","PATHWAY_PWY_5154._L_arginine_biosynthesis_III_(via_N_acetyl_L_citrulline)","None","#c7c7c7"
"128","PATHWAY_PWY_5173._superpathway_of_acetyl_CoA_biosynthesis","None","#c7c7c7"
"129","PATHWAY_PWY_5177._glutaryl_CoA_degradation","Down_PDvPC","#ff7f0e"
"130","PATHWAY_PWY_5188._tetrapyrrole_biosynthesis_I_(from_glutamate)","None","#c7c7c7"
"131","PATHWAY_PWY_5189._tetrapyrrole_biosynthesis_II_(from_glycine)","None","#c7c7c7"
"132","PATHWAY_PWY_5198._factor_420_biosynthesis","Up_PDvHC","#aec7e8"
"133","PATHWAY_PWY_5304._superpathway_of_sulfur_oxidation_(Acidianus_ambivalens)","None","#c7c7c7"
"134","PATHWAY_PWY_5345._superpathway_of_L_methionine_biosynthesis_(by_sulfhydrylation)","None","#c7c7c7"
"135","PATHWAY_PWY_5347._superpathway_of_L_methionine_biosynthesis_(transsulfuration)","None","#c7c7c7"
"136","PATHWAY_PWY_5367._petroselinate_biosynthesis","Down_PDvHC","#1f77b4"
"137","PATHWAY_PWY_5384._sucrose_degradation_IV_(sucrose_phosphorylase)","None","#c7c7c7"
